rank,ticker,name,mentions,upvotes,rank_24h_ago,mentions_24h_ago,capture_date
591,TTD,The Trade Desk,1,1,82,5,2023-07-23 16:58:54.996227
592,CUZ,Cousins Properties,1,1,0,,2023-07-23 16:58:54.996227
593,AIMC,Altra Industrial Motion,1,4,691,1,2023-07-23 16:58:54.996227
594,IBTE,iShares Trust - iShares iBonds Dec 2024 Term Treasury ETF,1,1,0,,2023-07-23 16:58:54.996227
595,DIA,SSgA Active Trust - SPDR Dow Jones Industrial Average ETF,1,2,693,1,2023-07-23 16:58:54.996227
596,KHC,Kraft Heinz,1,1,694,1,2023-07-23 16:58:54.996227
597,SOXX,BlackRock Institutional Trust Company N.A. - BTC iShares PHLX Semicond,1,1,695,1,2023-07-23 16:58:54.996227
598,GIC,Global Industrial Company,1,1,696,1,2023-07-23 16:58:54.996227
599,TG,Tredegar,1,1,698,,2023-07-23 16:58:54.996227
600,WANT,Direxion Shares ETF Trust - Direxion Daily Consumer Discretionary Bull,1,1,699,1,2023-07-23 16:58:54.996227
601,AVGO,Broadcom,1,-21,700,1,2023-07-23 16:58:54.996227
602,TLRY,Tilray,1,2,701,1,2023-07-23 16:58:54.996227
603,IBTF,iShares Trust - iShares iBonds Dec 2025 Term Treasury ETF,1,1,0,,2023-07-23 16:58:54.996227
604,CAVA,CAVA Group,1,1,702,1,2023-07-23 16:58:54.996227
605,TMF,Direxion Shares ETF Trust - Direxion Daily 20+ Year Treasury Bull 3X S,1,3,703,,2023-07-23 16:58:54.996227
606,SPCE,Virgin Galactic,1,10,704,1,2023-07-23 16:58:54.996227
607,API,Agora.io,1,1,705,1,2023-07-23 16:58:54.996227
608,WELL,Welltower,1,11,706,1,2023-07-23 16:58:54.996227
609,UFPI,Universal Forest Products,1,3,707,1,2023-07-23 16:58:54.996227
610,SUP,Superior Industries International,1,3,708,1,2023-07-23 16:58:54.996227
611,UBER,Uber,1,1,136,1,2023-07-23 16:58:54.996227
612,SATS,EchoStar,1,4,712,1,2023-07-23 16:58:54.996227
613,BBIO,BridgeBio Pharma,1,1,709,1,2023-07-23 16:58:54.996227
614,SOL,ReneSola,1,18,710,1,2023-07-23 16:58:54.996227
615,IBTD,iShares Trust - iShares iBonds Dec 2023 Term Treasury ETF,1,1,0,,2023-07-23 16:58:54.996227
616,TSP,TuSimple,1,-1,712,1,2023-07-23 16:58:54.996227
617,TH,Target Hospitality,1,-1,713,1,2023-07-23 16:58:54.996227
618,NU,Nu Holdings,1,1,714,1,2023-07-23 16:58:54.996227
619,APPS,Digital Turbine,1,3,716,1,2023-07-23 16:58:54.996227
620,IR,Ingersoll Rand,1,46,717,1,2023-07-23 16:58:54.996227
621,IWM,BlackRock Institutional Trust Company N.A. - BTC iShares Russell 2000,1,12,137,1,2023-07-23 16:58:54.996227
622,PET,Wag! Group,1,4,719,1,2023-07-23 16:58:54.996227
623,AUD,Audacy,1,0,721,,2023-07-23 16:58:54.996227
624,SA,Seabridge Gold,1,2,723,1,2023-07-23 16:58:54.996227
625,OLPX,Olaplex,1,3,724,,2023-07-23 16:58:54.996227
626,TOL,Toll Brothers,1,1,725,1,2023-07-23 16:58:54.996227
627,DPZ,Domino's Pizza,1,2,138,2,2023-07-23 16:58:54.996227
628,SSTK,Shutterstock,1,2,726,1,2023-07-23 16:58:54.996227
629,ASTS,AST SpaceMobile,1,10,727,1,2023-07-23 16:58:54.996227
630,MSTR,MicroStrategy,1,1,728,1,2023-07-23 16:58:54.996227
631,WBS,Webster Financial,1,1,730,1,2023-07-23 16:58:54.996227
632,USRT,BlackRock Institutional Trust Company N.A. - BTC iShares Core U.S. REI,1,1,732,1,2023-07-23 16:58:54.996227
633,CROX,Crocs,1,1,99,2,2023-07-23 16:58:54.996227
634,GSK,GlaxoSmithKline,1,1,733,1,2023-07-23 16:58:54.996227
635,AAP,Advance Auto Parts,1,1,735,1,2023-07-23 16:58:54.996227
636,HLX,Helix Energy Solutions,1,2,0,,2023-07-23 16:58:54.996227
637,WK,Workiva,1,4,736,1,2023-07-23 16:58:54.996227
638,JEPI,J.P. Morgan Exchange-Traded Fund Trust - JPMorgan Equity Premium Incom,1,1,43,8,2023-07-23 16:58:54.996227
639,CASH,Meta Financial Group,1,4,737,1,2023-07-23 16:58:54.996227
640,LNT,Alliant Energy,1,3,738,1,2023-07-23 16:58:54.996227
641,CVT,Cvent,1,1,739,1,2023-07-23 16:58:54.996227
642,MPW,Medical Properties Trust,1,0,738,1,2023-07-23 16:58:54.996227
643,CHDN,Churchill Downs,1,1,742,1,2023-07-23 16:58:54.996227
644,WTTR,Select Energy Services,1,3,0,,2023-07-23 16:58:54.996227
645,XP,XP Inc.,1,1,743,1,2023-07-23 16:58:54.996227
646,KOLD,ProShares Trust - ProShares UltraShort Bloomberg Natural Gas,1,1,744,,2023-07-23 16:58:54.996227
647,AZ,A2Z Smart Technologies,1,1,745,2,2023-07-23 16:58:54.996227
648,NVEI,Nuvei,1,5,746,1,2023-07-23 16:58:54.996227
649,DD,Dupont De Nemours,1,2,0,,2023-07-23 16:58:54.996227
650,EPD,Enterprise Products,1,1,747,1,2023-07-23 16:58:54.996227
651,IESC,IES Holdings,1,2,748,1,2023-07-23 16:58:54.996227
652,GOAT,VanEck Vectors ETF Trust - VanEck Vectors Morningstar Global Wide Moat,1,2,749,1,2023-07-23 16:58:54.996227
653,BTI,British American Tobacco,1,1,751,1,2023-07-23 16:58:54.996227
654,CAAS,China Automotive Systems,1,1,140,2,2023-07-23 16:58:54.996227
655,COIN,Coinbase,1,-1,754,1,2023-07-23 16:58:54.996227
656,DG,Dollar General,1,1,141,1,2023-07-23 16:58:54.996227
657,CRSP,CRISPR Therapeutics,1,5,755,1,2023-07-23 16:58:54.996227
658,HIFS,Hingham Institution for Savings,1,2,756,1,2023-07-23 16:58:54.996227
659,PLUG,Plug Power,1,3,757,1,2023-07-23 16:58:54.996227
660,BKR,Baker Hughes,1,2,0,,2023-07-23 16:58:54.996227
661,MEDP,Medpace,1,1,758,1,2023-07-23 16:58:54.996227
662,LL,Lumber Liquidators,1,3,760,1,2023-07-23 16:58:54.996227
663,SAVA,Cassava Sciences,1,1,761,1,2023-07-23 16:58:54.996227
664,MKC,McCormick & Company,1,4,762,1,2023-07-23 16:58:54.996227
665,DGRO,BlackRock Institutional Trust Company N.A. - BTC iShares Core Dividend,1,3,0,,2023-07-23 16:58:54.996227
666,BOH,Bank of Hawaii,1,1,763,1,2023-07-23 16:58:54.996227
667,SPGP,Invesco Capital Management LLC - Invesco S&P 500 GARP ETF,1,4,0,,2023-07-23 16:58:54.996227
668,HOG,Harley-Davidson,1,3,765,1,2023-07-23 16:58:54.996227
669,RM,Regional Management,1,1,0,,2023-07-23 16:58:54.996227
670,F,Ford,1,2,766,1,2023-07-23 16:58:54.996227
671,WULF,TeraWulf,1,11,767,1,2023-07-23 16:58:54.996227
672,MOND,Mondee,1,87,768,1,2023-07-23 16:58:54.996227
673,UPST,Upstart,1,0,101,2,2023-07-23 16:58:54.996227
674,TWO,Two Harbors Investment,1,1,769,,2023-07-23 16:58:54.996227
675,SJIM,The Inverse Cramer ETF,1,70,770,1,2023-07-23 16:58:54.996227
676,ALLY,Ally,1,0,771,1,2023-07-23 16:58:54.996227
677,SHOP,Shopify,1,2,772,2,2023-07-23 16:58:54.996227
678,IFS,Intercorp Financial Services,1,185,773,1,2023-07-23 16:58:54.996227
679,VOOV,"Vanguard Group, Inc. - Vanguard S&P 500 Value ETF",1,3,0,,2023-07-23 16:58:54.996227
680,LVS,Las Vegas Sands,1,2,774,1,2023-07-23 16:58:54.996227
681,BCSF,Bain Capital,1,1,775,1,2023-07-23 16:58:54.996227
682,PWC,Invesco Capital Management LLC - Invesco Dynamic Market ETF,1,1,776,1,2023-07-23 16:58:54.996227
683,IVOO,"Vanguard Group, Inc. - Vanguard S&P Mid-Cap 400 ETF",1,4,0,,2023-07-23 16:58:54.996227
684,TWI,Titan International,1,3,777,1,2023-07-23 16:58:54.996227
685,UWMC,UWM Holdings,1,3,778,1,2023-07-23 16:58:54.996227
686,RXRX,Recursion Pharmaceuticals,1,2,779,1,2023-07-23 16:58:54.996227
687,PT,Pintec Technology,1,4,782,1,2023-07-23 16:58:54.996227
688,ACH,Aluminum Corporation of China,1,0,783,1,2023-07-23 16:58:54.996227
689,CMBS,BlackRock Institutional Trust Company N.A. - BTC iShares CMBS ETF,1,3,102,3,2023-07-23 16:58:54.996227
690,GPS,Gap Inc.,1,23,784,1,2023-07-23 16:58:54.996227
691,DRW,WisdomTree Trust - WisdomTree Global ex-US Real Estate Fund,1,3,0,,2023-07-23 16:58:54.996227
692,DOCU,DocuSign,1,0,785,1,2023-07-23 16:58:54.996227
693,CET,Central Securities,1,53,786,1,2023-07-23 16:58:54.996227
694,IYW,BlackRock Institutional Trust Company N.A. - BTC iShares U.S. Technolo,1,1,0,,2023-07-23 16:58:54.996227
695,MLM,Martin Marietta,1,2,787,1,2023-07-23 16:58:54.996227
696,AZN,AstraZeneca,1,2,142,1,2023-07-23 16:58:54.996227
697,CSWI,CSW Industrials,1,8,0,,2023-07-23 16:58:54.996227
698,HKD,AMTD Digital,1,2,0,,2023-07-23 16:58:54.996227
699,WYNN,Wynn Resorts,1,1,789,1,2023-07-23 16:58:54.996227
700,MMS,Maximus,1,2,790,1,2023-07-23 16:58:54.996227
701,PYR,PyroGenesis Canada,1,-1,792,1,2023-07-23 16:58:54.996227
702,GP,GreenPower Motor Company,1,1,794,1,2023-07-23 16:58:54.996227
703,INSW,International Seaways,1,1,0,,2023-07-23 16:58:54.996227
704,ASA,ASA Gold and Precious Metals,1,1,795,1,2023-07-23 16:58:54.996227
705,MASI,Masimo,1,1,103,1,2023-07-23 16:58:54.996227
706,ORCL,Oracle,1,1,796,1,2023-07-23 16:58:54.996227
707,APD,Air Products and Chemicals,1,1,797,1,2023-07-23 16:58:54.996227
708,PIXY,ShiftPixy,1,1,0,,2023-07-23 16:58:54.996227
709,ALK,Alaska Airlines,1,1,801,1,2023-07-23 16:58:54.996227
710,PSTG,Pure Storage,1,2,802,1,2023-07-23 16:58:54.996227
711,CHD,Church & Dwight,1,1,0,,2023-07-23 16:58:54.996227
712,UST,ProShares Trust - ProShares Ultra 7-10 Year Treasury,1,7,143,1,2023-07-23 16:58:54.996227
713,STM,STMicroelectronics,1,1,805,1,2023-07-23 16:58:54.996227
714,BOSS,Global X Funds - Global X Founder-Run Companies ETF,1,1,806,1,2023-07-23 16:58:54.996227
715,HA,Hawaiian Airlines,1,3,807,1,2023-07-23 16:58:54.996227
716,PARA,Paramount Global,1,1,809,2,2023-07-23 16:58:54.996227
717,VBR,"Vanguard Group, Inc. - Vanguard Small Cap Value ETF",1,1,811,1,2023-07-23 16:58:54.996227
718,ITT,ITT,1,1,812,1,2023-07-23 16:58:54.996227
719,CMAX,CareMax,1,4,813,1,2023-07-23 16:58:54.996227
720,GOLD,Barrick Gold,1,1,814,1,2023-07-23 16:58:54.996227
721,PLAB,Photronics,1,2,815,1,2023-07-23 16:58:54.996227
722,ING,ING,1,6,816,1,2023-07-23 16:58:54.996227
723,CASY,Casey's General Stores,1,0,817,1,2023-07-23 16:58:54.996227
724,GO,Grocery Outlet,1,1,104,1,2023-07-23 16:58:54.996227
725,CMG,Chipotle Mexican Grill,1,3,105,1,2023-07-23 16:58:54.996227
726,BDC,Belden,1,1,820,1,2023-07-23 16:58:54.996227
727,PSN,Parsons,1,4,821,1,2023-07-23 16:58:54.996227
728,SAVE,Spirit Airlines,1,0,822,1,2023-07-23 16:58:54.996227
729,JPM,JPMorgan Chase,1,5,50,5,2023-07-23 16:58:54.996227
730,TGT,Target,1,4,823,1,2023-07-23 16:58:54.996227
731,ALPS,Alpine Summit Energy Partners,1,2,824,1,2023-07-23 16:58:54.996227
732,SCHL,Scholastic,1,2,826,1,2023-07-23 16:58:54.996227
733,GTE,Gran Tierra Energy,1,42,827,1,2023-07-23 16:58:54.996227
734,CHE,Chemed,1,2,828,1,2023-07-23 16:58:54.996227
735,QMCO,Quantum,1,1,0,,2023-07-23 16:58:54.996227
736,MGM,MGM Resorts,1,2,829,1,2023-07-23 16:58:54.996227
737,KOF,Coca-Cola FEMSA,1,6,830,1,2023-07-23 16:58:54.996227
738,RSG,Republic Services,1,1,831,1,2023-07-23 16:58:54.996227
739,MRIN,Marin Software,1,1,832,1,2023-07-23 16:58:54.996227
740,ROCK,Gibraltar Industries,1,0,486,,2023-07-23 16:58:54.996227
741,BKNG,Booking.com,1,4,833,1,2023-07-23 16:58:54.996227
742,GET,Getnet,1,23,834,1,2023-07-23 16:58:54.996227
743,UA,Under Armour,1,1,0,,2023-07-23 16:58:54.996227
744,EL,Estee Lauder,1,1,836,1,2023-07-23 16:58:54.996227
745,TS,Tenaris,1,4,837,1,2023-07-23 16:58:54.996227
746,JOE,St. Joe Company,1,1,838,1,2023-07-23 16:58:54.996227
747,MD,Mednax,1,1,839,1,2023-07-23 16:58:54.996227
748,MMM,3M,1,1,840,1,2023-07-23 16:58:54.996227
749,CLH,Clean Harbors,1,2,842,1,2023-07-23 16:58:54.996227
750,BYD,Boyd Gaming,1,2,843,1,2023-07-23 16:58:54.996227
751,SCHW,Charles Schwab,1,0,854,,2023-07-23 16:58:54.996227
752,ATS,ATS Automation,1,2,844,1,2023-07-23 16:58:54.996227
753,PAYC,Paycom,1,3,845,1,2023-07-23 16:58:54.996227
754,CL,Colgate-Palmolive,1,2,848,1,2023-07-23 16:58:54.996227
755,KEY,KeyCorp,1,3,68,5,2023-07-23 16:58:54.996227
756,SLV,BlackRock Institutional Trust Company N.A. - BTC iShares Silver Trust,1,1,849,1,2023-07-23 16:58:54.996227
757,MS,Morgan Stanley,1,26,83,4,2023-07-23 16:58:54.996227
758,TLT,BlackRock Institutional Trust Company N.A. - BTC iShares 20+ Year Trea,1,1,107,3,2023-07-23 16:58:54.996227
759,STZ,Constellation Brands,1,1,850,1,2023-07-23 16:58:54.996227
760,PTE,PolarityTE,1,1,851,1,2023-07-23 16:58:54.996227
761,DTC,Solo Brands,1,1,864,1,2023-07-23 16:58:54.996227
762,AKU,Akumin,1,2,854,1,2023-07-23 16:58:54.996227
763,PAAS,Pan American Silver,1,6,855,1,2023-07-23 16:58:54.996227
764,BCE,BCE,1,2,859,1,2023-07-23 16:58:54.996227
765,OUST,Ouster,1,1,860,1,2023-07-23 16:58:54.996227
766,LPRO,Open Lending,1,1,861,1,2023-07-23 16:58:54.996227
767,VZIO,VIZIO,1,1,862,1,2023-07-23 16:58:54.996227
768,XT,BlackRock Institutional Trust Company N.A. - BTC iShares Exponential T,1,1,875,,2023-07-23 16:58:54.996227
769,KMX,CarMax,1,2,863,1,2023-07-23 16:58:54.996227
770,PRM,Perimeter Solutions,1,41,0,,2023-07-23 16:58:54.996227
771,LC,LendingClub,1,2,865,1,2023-07-23 16:58:54.996227
772,CPRT,Copart,1,3,866,1,2023-07-23 16:58:54.996227
773,RYLD,Global X Funds - Global X Russell 2000 Covered Call ETF,1,1,867,1,2023-07-23 16:58:54.996227
774,JBL,Jabil,1,1,869,1,2023-07-23 16:58:54.996227
775,JUST,Goldman Sachs ETF Trust - Goldman Sachs Just Us Large Cap Equity ETF,1,-1,84,5,2023-07-23 16:58:54.996227
776,DAO,Youdao,1,1,870,,2023-07-23 16:58:54.996227
777,IHI,BlackRock Institutional Trust Company N.A. - BTC iShares U.S. Medical,1,1,883,1,2023-07-23 16:58:54.996227
778,TPB,Turning Point Brands,1,6,872,1,2023-07-23 16:58:54.996227
779,BNS,Scotiabank,1,2,873,1,2023-07-23 16:58:54.996227
780,QUBT,Quantum Computing,1,3,874,1,2023-07-23 16:58:54.996227
781,ORGN,Origin Materials,1,1,875,1,2023-07-23 16:58:54.996227
782,LVMUY,LVMH,1,1,890,,2023-07-23 16:58:54.996227
783,GWW,W. W. Grainger,1,1,876,1,2023-07-23 16:58:54.996227
784,CUT,Invesco Capital Management LLC - Invesco MSCI Global Timber ETF,1,1,877,1,2023-07-23 16:58:54.996227
785,ALB,Albemarle,1,1,878,1,2023-07-23 16:58:54.996227
786,HY,Hyster-Yale Materials Handling,1,1,892,1,2023-07-23 16:58:54.996227
787,COST,Costco,1,1,69,1,2023-07-23 16:58:54.996227
788,HAIL,SPDR Series Trust - SPDR S&P Kensho Smart Mobility ETF,1,37,0,,2023-07-23 16:58:54.996227
789,PAY,Paymentus,1,1,881,1,2023-07-23 16:58:54.996227
790,ARQQ,Arqit Quantum,1,3,882,1,2023-07-23 16:58:54.996227
791,TDY,Teledyne,1,2,885,1,2023-07-23 16:58:54.996227
792,XXII,22nd Century Group,1,1,85,1,2023-07-23 16:58:54.996227
793,MOO,VanEck Vectors ETF Trust - VanEck Vectors Agribusiness ETF,1,1,886,1,2023-07-23 16:58:54.996227
794,OLD,Janus Capital Management LLC - Janus Long-Term Care ETF,1,4,144,3,2023-07-23 16:58:54.996227
795,SLS,Sellas Life Sciences,1,1,0,,2023-07-23 16:58:54.996227
796,SM,SM Energy,1,2,887,1,2023-07-23 16:58:54.996227
797,TXRH,Texas Roadhouse,1,2,890,1,2023-07-23 16:58:54.996227
798,IDXX,IDEXX Laboratories,1,0,891,1,2023-07-23 16:58:54.996227
799,SCHX,Schwab Strategic Trust - CSIM Schwab U.S. Large-Cap ETF,1,4,892,1,2023-07-23 16:58:54.996227
800,DRS,Leonardo DRS,1,2,145,2,2023-07-23 16:58:54.996227
801,UGA,United States Commodity Funds LLC - United States Gasoline Fund LP,1,1,896,1,2023-07-23 16:58:54.996227
802,FICO,FICO,1,11,897,1,2023-07-23 16:58:54.996227
803,LYV,Live Nation,1,-9,898,1,2023-07-23 16:58:54.996227
804,FTC,First Trust Exchange-Traded Fund III - First Trust Large Capital Growt,1,1,899,1,2023-07-23 16:58:54.996227
805,CORZ,Core Scientific,1,4,904,1,2023-07-23 16:58:54.996227
806,RDFN,Redfin,1,1,905,1,2023-07-23 16:58:54.996227
807,PENN,Penn National Gaming,1,1,906,1,2023-07-23 16:58:54.996227
808,SBNY,Signature Bank,1,27,907,1,2023-07-23 16:58:54.996227
809,RXT,Rackspace Technology,1,2,908,1,2023-07-23 16:58:54.996227
810,MODG,Topgolf Callaway Brands,1,1,910,1,2023-07-23 16:58:54.996227
811,MAGA,ETF Series Solutions Trust - Point Bridge GOP Stock Tracker ETF,1,0,146,2,2023-07-23 16:58:54.996227
812,BBC,ETFis Series Trust I - Virtus LifeSci Biotech Clinical Trials ETF,1,1,913,,2023-07-23 16:58:54.996227
813,OLED,Universal Display Corporation,1,2,914,,2023-07-23 16:58:54.996227
814,DDOG,Datadog,1,-1,915,5,2023-07-23 16:58:54.996227
815,RS,Reliance Steel &amp; Aluminum,1,20,916,1,2023-07-23 16:58:54.996227
816,AC,Associated Capital Group,1,10,70,3,2023-07-23 16:58:54.996227
817,AMX,America Movil,1,3,917,1,2023-07-23 16:58:54.996227
818,LOAN,Manhattan Bridge Capital,1,3,918,1,2023-07-23 16:58:54.996227
819,PEG,PSEG,1,2,919,1,2023-07-23 16:58:54.996227
820,NA,Nano Labs,1,4,921,1,2023-07-23 16:58:54.996227
821,SPOT,Spotify,1,2,923,1,2023-07-23 16:58:54.996227
822,LAC,Lithium Americas,1,1,147,1,2023-07-23 16:58:54.996227
823,SR,Spire Energy,1,1,924,1,2023-07-23 16:58:54.996227
824,BABY,PishPosh,1,1,925,1,2023-07-23 16:58:54.996227
825,TFC,Truist Financial,1,1,926,1,2023-07-23 16:58:54.996227
826,UNH,UnitedHealth,1,2,71,2,2023-07-23 16:58:54.996227
827,SMMT,Summit Therapeutics,1,2,182,,2023-07-23 16:58:54.996227
828,PH,Parker-Hannifin,1,1,0,,2023-07-23 16:58:54.996227
829,APLD,Applied Blockchain,1,1,929,1,2023-07-23 16:58:54.996227
830,DAX,Global X Funds - Global X DAX Germany ETF,1,1,930,,2023-07-23 16:58:54.996227
831,OZK,Bank OZK,1,4,148,2,2023-07-23 16:58:54.996227
832,C,Citigroup,1,4,931,1,2023-07-23 16:58:54.996227
833,TIL,Instil Bio,1,5,932,1,2023-07-23 16:58:54.996227
834,ACRX,AcelRx Pharmaceuticals,1,1,515,,2023-07-23 16:58:54.996227
835,FFR,First Trust Exchange-Traded Fund II - First Trust FTSE EPRA/NAREIT Dev,1,1,935,1,2023-07-23 16:58:54.996227
836,DT,Dynatrace,1,2,937,1,2023-07-23 16:58:54.996227
837,CCS,Century Communities,1,2,553,,2023-07-23 16:58:54.996227
838,AR,Antero Resources,1,36,149,2,2023-07-23 16:58:54.996227
839,MOAT,VanEck Vectors ETF Trust - VanEck Vectors Morningstar Wide Moat ETF,1,44,938,1,2023-07-23 16:58:54.996227
840,FLOT,BlackRock Institutional Trust Company N.A. - BTC iShares Floating Rate,1,1,939,1,2023-07-23 16:58:54.996227
841,MF,Missfresh,1,1,86,1,2023-07-23 16:58:54.996227
842,KNTE,Kinnate Biopharma,1,1,0,,2023-07-23 16:58:54.996227
843,BIG,Big Lots,1,-4,108,3,2023-07-23 16:58:54.996227
844,BOUT,Innovator ETFs Trust - Innovator IBD(R) Breakout Opportunities ETF,1,23,944,1,2023-07-23 16:58:54.996227
845,BOOM,Dynamic Materials Corporation,1,3,946,1,2023-07-23 16:58:54.996227
846,BIOX,Bioceres Crop Solutions,1,2,947,1,2023-07-23 16:58:54.996227
847,SHY,BlackRock Institutional Trust Company N.A. - BTC iShares 1-3 Year Trea,1,1,949,1,2023-07-23 16:58:54.996227
848,OUT,Outfront Media,1,2,150,2,2023-07-23 16:58:54.996227
849,BIOR,Biora Therapeutics,1,1,0,,2023-07-23 16:58:54.996227
850,OR,Osisko Gold Royalties,1,7,953,1,2023-07-23 16:58:54.996227
851,KO,Coca-Cola,1,1,955,1,2023-07-23 16:58:54.996227
852,EET,ProShares Trust - ProShares Ultra MSCI Emerging Markets,1,6,957,1,2023-07-23 16:58:54.996227
853,FAST,Fastenal,1,4,110,2,2023-07-23 16:58:54.996227
854,WMT,Walmart,1,5,521,,2023-07-23 16:58:54.996227
855,WWE,World Wrestling Entertainment,1,1,958,1,2023-07-23 16:58:54.996227
856,PROC,Procaps Group,1,2,959,1,2023-07-23 16:58:54.996227
857,FOX,Fox Corporation,1,11,978,1,2023-07-23 16:58:54.996227
858,IEF,BlackRock Institutional Trust Company N.A. - BTC iShares 7-10 Year Tre,1,1,960,1,2023-07-23 16:58:54.996227
859,TROW,T. Rowe Price,1,3,964,1,2023-07-23 16:58:54.996227
860,BAC,Bank of America,1,0,53,2,2023-07-23 16:58:54.996227
861,FCF,First Commonwealth Financial Corp,1,16,966,1,2023-07-23 16:58:54.996227
862,CLSK,CleanSpark,1,1,558,,2023-07-23 16:58:54.996227
863,SNAX,Stryve Foods,1,8,970,1,2023-07-23 16:58:54.996227
864,DNA,Ginkgo Bioworks,1,3,151,3,2023-07-23 16:58:54.996227
865,IG,Principal Exchange-Traded Funds - Principal Investment Grade Corporate,1,16,974,1,2023-07-23 16:58:54.996227
866,AWAY,ETF Managers Trust - ETFMG Travel Tech ETF,1,2,0,,2023-07-23 16:58:54.996227
867,IEP,Icahn Enterprises,1,1,977,1,2023-07-23 16:58:54.996227
868,SPDN,Direxion Shares ETF Trust - Direxion Daily S&P 500 Bear 1X Shares,1,-2,0,,2023-07-23 16:58:54.996227
869,TIPZ,Pimco Exchange Traded Fund - PIMCO Broad U.S. TIPS Index Exchange-Trad,1,1,978,1,2023-07-23 16:58:54.996227
870,PB,Prosperity Bancshares,1,3,111,3,2023-07-23 16:58:54.996227
871,EWZ,BlackRock Institutional Trust Company N.A. - iShares MSCI Brazil ETF,1,1,980,1,2023-07-23 16:58:54.996227
872,MINT,Pimco Exchange Traded Fund - PIMCO Enhanced Short Maturity Active Exch,1,1,112,3,2023-07-23 16:58:54.996227
873,TELL,Tellurian,1,1,686,,2023-07-23 16:58:54.996227
874,USB,U.S. Bancorp,1,3,113,3,2023-07-23 16:58:54.996227
875,SJNK,SPDR Series Trust - SPDR Bloomberg Barclays Short Term High Yield Bond,1,1,984,1,2023-07-23 16:58:54.996227
876,WAL,Western Alliance Bancorporation,1,5,72,5,2023-07-23 16:58:54.996227
877,LILM,Lilium,1,-4,985,1,2023-07-23 16:58:54.996227
878,PRO,PROS,1,39,986,2,2023-07-23 16:58:54.996227
